result_schema_version,case_id,selector_id,eviction_id,node_count,capacity_mode,capacity_blocks,replay_mode,visibility,view_mode,view_delay_ms,view_loss_probability,replay_speed,seed,prefill_uncached_token_ms,prefill_concurrency_per_node,prefix_anchor_k,soft_alpha,minimum_shared_blocks,family_size_cap,hot_block_percentile,cache_discount,similar_band_ratio,completed_requests,block_ref_hit_rate,token_weighted_hit_rate,logical_block_ref_hit_rate,logical_token_weighted_hit_rate,request_load_max_mean,input_token_load_max_mean,uncached_token_load_max_mean,request_load_cv,request_load_gini,queue_wait_normalized_ms_p50,queue_wait_normalized_ms_p95,queue_wait_normalized_ms_p99,queue_wait_normalized_ms_max,offered_load_ratio,eviction_count,rejected_placements,unique_resident_blocks,replica_factor,fallback_count,no_stat_fallback_count,inflight_wait_tokens,inflight_wait_ms,stranded_block_references,eviction_regret,one_hit_pollution,affinity_kept,affinity_broken,trace_sha256,config_sha256,git_sha,git_dirty
phase-a-result-v3,A2-S5_CENTRALIZED_MASTER_TTFT-E3_SECOND_HIT_ADMISSION,S5_CENTRALIZED_MASTER_TTFT,E3_SECOND_HIT_ADMISSION,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.39534292889318834,0.4085400910957397,0.39534292889318834,0.4085400910957397,1.2948153168417487,1.2668377785341423,1.2524479324002475,0.27163030019248247,0.14550152490681123,1984.8475999999791,8267.722799999954,12103.298999999372,21747.754400000034,0.4731091350555556,0,225209,19867,1.123018070166608,0,0,0,0.0,0,0,0,0,0,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,fc76b2a940cbfca15c77295b6164506aeab6c646ca9a17fc047ef931820282c0,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-713,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,6921d977ac7d9151049dc2269db0eb03ba166a965090b525de8fd135bf798757,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-714,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,714,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,3a6724504bd41dbcc28811d126a9bd5ebec39ea7294181d2c6345a0a424dc120,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-715,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,715,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,8baaa9da6cf534500f265218350e6ab1e9f55e3588807b9bfd56b004c1ca0445,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-716,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,716,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,b031d2443b184e27ae8f51b04921b84ab69292dda4b1fa62fbe62f4910c42d91,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-717,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,717,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,465021a0ee8b50288904ea0fc4c24911f35273c297fe607aa568952d2bda9ba6,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-718,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,718,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,870784acc60f85689adee60b8d50e7e0f2b754efa79429ae12ab7eb4632cc640,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-719,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,719,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,172327fc26f64433222a360169a25502cb9e4698645ae585f8cfb320ba19ca1b,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S3_GB_PREFIX_BUCKET-720,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,720,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,5cb7c51c68f8b6865c53d6acabd0388552b789bf532b2792c133b401643a0ba7,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,SEED-S4_SESSION_AFFINITY-713,S4_SESSION_AFFINITY,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5163549575430676,0.5333664418545412,0.5163549575430676,0.5333664418545412,1.047272111148763,1.0199785838376099,1.029017013980632,0.03082629654598362,0.016858691968824058,194.82400000002235,3011.4564799999816,6198.4794879999545,16541.523199999996,0.3732604623888889,147983,0,46517,1.0748758518391126,2300,0,0,0.0,0,65,137419,21308,2300,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,b928840f342362fb317569694a01294b7756eb3c5a3196234138f3507d9baf69,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
